panel,series,step,mean,sample_sd,n_seeds
B,Pairwise term (0.5·r),98,0.429543,0.009396849379,3
B,Pairwise term (0.5·r),99,0.4313885,0.00329144087,3
B,Pairwise term (0.5·r),100,0.4319441667,0.006259857034,3
B,Pairwise term (0.5·r),101,0.4369005,0.01585222824,3
B,Pairwise term (0.5·r),102,0.4275445,0.004627063432,3
B,Pairwise term (0.5·r),103,0.4373916667,0.00351764212,3
B,Pairwise term (0.5·r),104,0.4359455,0.002620816094,3
B,Pairwise term (0.5·r),105,0.4279853333,0.003338715372,3
B,Pairwise term (0.5·r),106,0.432743,0.003456708297,3
B,Pairwise term (0.5·r),107,0.4285071667,0.008795386366,3
B,Pairwise term (0.5·r),108,0.4314993333,0.004060184273,3
B,Pairwise term (0.5·r),109,0.4279365,0.008254800164,3
B,Pairwise term (0.5·r),110,0.4344548333,0.003532822325,3
B,Pairwise term (0.5·r),111,0.4370831667,0.004600302771,3
B,Pairwise term (0.5·r),112,0.4327553333,0.005929173558,3
B,Pairwise term (0.5·r),113,0.4305696667,0.005661557699,3
